Source_ID,Study_ID,Source_Summary,FirstAuthor_LastName,Source,Source_Type,DOI,Publication_Year,Data_Specific_Location,Sampling_Methods,Method_Hand_Sorting,Method_Extractant,Method_Under_Feature_Search,Method_Electrical_Octet,Method_Pitfall_Traps,Method_Surface_or_Cast_Counting,Method_Other,Data_Incidence,Data_Abundance,Data_Biomass,Data_Taxa,Data_Species_Specific,Data_Climate,Data_Soil,Habitat_Arable,Habitat_Grassland,Habitat_Wooded,Habitat_Wetland_Upland,Habitat_Brownfield,Habitat_Coastal,Habitat_Freshwater_Shoreline,Habitat_Urban,Habitat_Horticulture,Habitat_Other,Habitat_Notes,Natural_Or_Experimental,Spatial_Extent,General_Location,Country,Number_Of_Sites,Plot_Types_Sampled,First_Sampling_Year,Sampling_Years,Notes
A120,133,"Muldowney and Schmidt, 2002, Megadrilogica - Allolobophora cupulifera Tetry (Oligochaeta: Lumbricidae) in Ireland: first records for the British Isles",Muldowney,Megadrilogica,Journal,NA,2002,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,0,1,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,County Kilkenny,Republic of Ireland,25,46,1999,1999-2000,"Also in Muldowney, 2001, MSc Thesis"
A119,134,"Scullion et al., 2002, Soil Use and Management - Comparisons of earthworm populations and cast properties in conventional and organic arable rotations",Scullion,Soil Use and Management,Journal,10.1079/SUM2002132,2002,No,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,1,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,Berkshire; Wiltshire; Norfolk; Leicestershire; Dyfed; Somerset,England; Wales,14,14,1995,1995-1998,
A118,135,"Schmidt et al., 2003, Applied Soil Ecology - Why do cereal-legume intercrops support large earthworm populations?",Schmidt,Applied Soil Ecology,Journal,10.1016/S0929-1393(02)00131-2,2003,Yes,Electrical octet,0,0,0,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,Bristol; Devon,England,2,6,1995,1995-1997,
A117,136,"Sheldon, 2003, PhD Thesis - Factors affecting the distribution, abundance and chick survival of the Lapwing (Vanellus vanellus)",Sheldon,PhD Thesis,Thesis,,2003,No,Hand-sorting,1,0,0,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Shropshire; Cambridgeshire,England,51,51,1999,1999-2000,
A116,137,"Spring, 2003, PhD Thesis - The Effects of Earthworms on Soil Structure in an Upland Grassland",Spring,PhD Thesis,Thesis,NA,2003,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Scottish Borders,Scotland,4,4,1999,1999,
A115,138,"Staddon et al., 2003, Soil Biology & Biogeochemistry - Earthworm extraction by electroshocking does not affect canopy CO2 exchange, root respiration, mycorrhizal fungal abundance or mycorrhizal fungal vitality",Staddon,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(02)00293-6,2003,No,Electrical octet; Hand-sorting,1,0,0,1,0,0,0,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Scottish Borders,Scotland,1,3,2000,2000,
A114,139,"McKeever, 2004, PhD Thesis - Linking grassland management, invertebrates and Northern Lapwing productivity",McKeever,PhD Thesis,Thesis,NA,2003,No,Hand-sorting,1,1,0,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Inner Hebrides,Scotland,1,6,2000,2000-2001,
A113,140,"Mather and Christensen, 2003, Pedobiologia - Difference in morphometric performance of the New Zealand flatworm Arthurdendyus triangulatus in earthworm species-poor and -rich habitats at Benmore, Scotland",Mather,Pedobiologia,Journal,10.1078/0031-4056-00200,2003,No,Under features,0,0,1,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,1,1,Botanic Garden; also grassland,Natural,Single site,Argyllshire,Scotland,1,2,2001,2001-2002,
A112,141,"Bishop, 2003, PhD Thesis - The Ecology of Earthworms and their Impact on Carbon Distribution and Chemical Characteristics in Soil",Bishop,PhD Thesis,Thesis,,2003,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Scotland,Scotland,1,10,1999,1999; 2002,
A111,142,"Hedlund et al., 2003, Oikos - Plant species diversity, plant biomass and responses of the soil community on abandoned land across Europe: idiosyncracy or above-belowground time lags",Hedlund,Oikos,Journal,10.1034/j.1600-0706.2003.12511.x,2003,Yes,Extractant,0,1,0,0,0,0,0,1,1,1,0,,1,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Buckinghamshire,England,1,3,1998,1998,
A110,143,"Muldowney et al., 2003, Pedobiologia - Relationships between earthworm populations, grassland management and badger densities in County Kilkenny, Ireland",Muldowney,Pedobiologia,Journal,10.1078/0031-4056-00280,2003,No,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-single region,County Kilkenny,Republic of Ireland,32,66,1999,1999-2000,"Also in Muldowney, 2001, MSc Thesis"
A109,144,"Piearce et al., 2003, Pedobiologia - Earthworms of a land restoration site treated with paper mill sludge",Piearce,Pedobiologia,Journal,10.1016/S0031-4056(04)70269-3,2003,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,0,0,1,1,0,1,0,0,0,0,0,,Experimental,Single site,NW England,England,1,3,2001,2001,
A108,145,"Butt et al., 2003b, North West Geography - Monitoring earthworm communities in translocated grasslands affected by the construction of Runway 2 at Manchester Airport",Butt,North West Geography,Journal,NA,2003,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,1,0,0,Grassy areas near Manchester Airport terminal with translocated cores aimed at maintaining EW population,Experimental,Multiple site-single region,Manchester,England,4,5,1998,1998-2001,
A107,146,"Butt et al., 2003a, Pedobiologia - Development of earthworm communities in translocated grasslands at Manchester Airport, UK",Butt,Pedobiologia,Journal,10.1078/0031-4056-00259,2003,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,1,0,0,Grassy areas near Manchester Airport terminal with translocated cores aimed at maintaining EW population,Experimental,Multiple site-single region,Manchester,England,4,5,1998,1998-2001,
A106,147,"Briones and Bol, 2003, Pedobiologia - Natural abundance of 13C and 15N in earthworms from different cropping treatments",Briones,Pedobiologia,Journal,10.1016/S0031-4056(04)70238-3,2003,No,Hand-sorting,1,0,0,0,0,0,0,1,0,0,1,,0,1,1,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-single region,Devon,England,1,5,1998,1998,
A105,148,"Colgan et al., 2003, Environmental Toxicology and Chemistry - Closing the Loop: A spatial analysis to link observed environmental damage to predicted heavy metal emissions",Colgan,Environmental Toxicology and Chemistry,Journal,10.1002/etc.5620220503,2003,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,"Avonmouth, England",England,14,14,1996,1996,
A104,149,"Pearce-Higgins and Yalden, 2003, Ibis - Variation in the use of pasture by breeding European Golden Plovers Pluvialis apricaria in relation to prey availability",Pearce-Higgins,Ibis,Journal,10.1046/j.1474-919X.2003.00154.x,2003,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Peak District,England,2,14,1997,1997-1998,
A103,150,"Ricketts et al., 2004, Ecotoxicology and Environmental Safety - Measurement of annetocin gene expression: a new reproductive biomarker in earthworm ecotoxicology",Ricketts,Ecotoxicology and Environmental Safety,Journal,10.1016/j.ecoenv.2003.08.008,2004,Yes,Under features,0,0,1,0,0,0,0,0,0,0,0,Eisenia fetida,0,0,0,0,0,0,0,0,0,0,1,0,,Natural,Single site,South Wales,Wales,1,1,NA,NA,
A102,151,"Schmidt et al., 2004, Pedobiologia - Dual stable isotope analysis (13C and 15N) of soil invertebrates and their food sources",Schmidt,Pedobiologia,Journal,10.1016/j.pedobi.2003.12.003,2004,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,,Natural,Single site,County Kildare,Republic of Ireland,1,1,1999,1999,
A101,152,"Römbke et al., 2004, Ecotoxicology - Ring-testing and field-validation of a Terrestrial Model Ecosystem (TME) – An instrument for testing potentially harmful substances: Effects of carbendazim on earthworms",Römbke,Ecotoxicology,Journal,10.1023/B:ECTX.0000012408.58017.08,2004,No,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Bangor,Wales,1,7,NA,NA,
A100,153,"Butt et al., 2004, Land Degradation and Development - The development of sustainable earthworm populations at Calvert landfill site, UK",Butt,Land Degradation and Development,Journal,10.1002/ldr.585,2004,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,1,0,0,0,0,0,,Experimental,Single site,Buckinghamshire,England,1,12,2002,2002-2003,
A99,154,"Peach et al., 2004, Journal of Applied Ecology - Habitat selection by song thrushes in stable and declining farmland populations",Peach,Journal of Applied Ecology,Journal,10.1111/j.0021-8901.2004.00892.x,2004,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,0,1,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,West Sussex; Essex,England,2,49,2000,2000,
A98,155,"Butt and Lowe, 2004, European Journal of Soil Biology - Anthropic influences on earthworm distribution, Isle of Rum National Nature Reserve, Scotland",Butt,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2004.04.001,2004,No,Hand-sorting + Extractant; Electrical octet; Under features,1,1,1,1,0,0,0,1,1,1,1,,0,0,0,1,1,1,0,0,0,0,0,1,,Natural,Multiple site-single region,Isle of Rum,Scotland,12,NA,1995,1995-2003,
A97,156,"Gormsen et al., 2004, European Journal of Soil Biology - Management of plant communities on set-aside land and its effects on earthworm communities",Gormsen,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2004.08.001,2004,Yes,Extractant,0,1,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Norfolk,England,1,4,1998,1998,
A96,157,"Simonsen and Scott-Fordsmand, 2004, Ecotoxicology - Genetic variation in the enzyme esterase, bioaccumulation and life history traits in the earthworm Lumbricus rubellus from a metal contaminated area, Avonmouth, England",Simonsen,Ecotoxicology,Journal,10.1007/s10646-003-4475-3,2004,No,Hand-sorting,1,0,0,0,0,0,0,0,0,0,0,Lumbricus rubellus,0,1,0,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,"Avonmouth, England",England,4,4,1997,1997-1999,
A95,158,"Rothwell et al., 2005, BCPC Congress: Crop Science and Technology 2005 - The effects of conventional and conservation tillage systems on earthworm populations",Rothwell,Crop Science and Technology,Journal,NA,2005,No,Extractant + Hand-sorting,1,1,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,Leicestershire; Somerset,England,2,7,2003,2003-2005,
A94,159,"Eggleton et al., 2005, Journal of Applied Ecology - Assemblages of soil macrofauna across a Scottish land-use intensification gradient: influences of habitat quality, heterogeneity and area",Eggleton,Journal of Applied Ecology,Journal,10.1111/j.1365-2664.2005.01090.x,2005,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,0,1,,0,1,1,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Aberdeenshire,Scotland,6,6,2001,2001-2002,
A93,160,"Atkinson et al., 2005, Journal of Applied Ecology - Influence of agricultural management, sward structure and food resources on grassland field use by birds in lowland England",Atkinson,Journal of Applied Ecology,Journal,10.1111/j.1365-2664.2005.01070.x,2005,No,Hand-sorting,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,East Devon; North Buckinghamshire,England,28,96,1999,1999-2002,
A92,161,"Cholewa et al., 2006, Folia Histochemica et Cytobiologica - Autofluorescence in eleocytes of some earthworm species",Cholewa,Folia Histochemica et Cytobiologica,Journal,NA,2006,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,Natural,Single site,Cardiff,Wales,1,1,NA,NA,
A91,162,"Curry and Schmidt, 2006, Suo - Long-term establishment of earthworm populations in grassland on reclaimed industrial cutaway peatland in Ireland",Curry,Suo,Journal,NA,2006,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,"Clonsast, County Offaly",Republic of Ireland,1,6,2004,2004,
A90,163,"Bartlett, 2006, PhD Thesis - The ecology and control of earthworms on golf courses ",Bartlett,PhD Thesis,Thesis,NA,2006,No,Extractant,0,1,0,0,0,0,0,1,1,0,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Bedfordshire; Buckinghamshire,England,5,123,2005,2005-2006,
A89,164,"Blackshaw et al., 2007, European Journal of Soil Biology - Earthworm responses to long term agricultural management practices: Spatial relationships with soil properties",Blackshaw,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2007.08.014,2007,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,Devon,England,1,6,2005,2005,
A88,165,"Vanbergen et al., 2007, Oecologia - Scale-specific correlations between habitat heterogeneity and soil fauna diversity along a landscape structure gradient",Vanbergen,Oecologia,Journal,10.1007/s00442-007-0766-3,2007,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,0,1,,0,1,1,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Aberdeenshire,Scotland,6,6,2001,2001-2002,
A87,166,"Butt et al., 2007b, North West Geography - Distribution of earthworms across the Sefton Coast sand dune ecosystem",Butt,North West Geography,Journal,NA,2007,No,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,0,0,0,0,0,1,0,0,0,0,,Natural,Multiple site-single region,NW England,England,2,30,2005,2005,"Same as Chamberlain Butt 2008, but without soil data"
A86,167,"Butt et al., 2007a, European Journal of Soil Biology - Presence of earthworm species within and beneath Lumbricus terrestris (L.) middens",Butt,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2007.08.002,2007,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,0,0,0,1,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Isle of Rum; Lancashire,England; Scotland,2,3,2005,2005-2006,
A85,168,"Ostle et al., 2007, Soil Biology & Biogeochemistry - Isotopic detection of recent photosynthate carbon flow into grassland rhizosphere fauna",Ostle,Soil Biology & Biogeochemistry,Journal,10.1016/j.soilbio.2006.09.025,2007,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,Scottish Borders,Scotland,1,3,1999,1999,
A84,169,"King et al., 2008, Molecular Ecology - Opening a can of worms: unprecedented sympatric cryptic diversity within British lumbricid earthworms",King,Molecular Ecology,Journal,10.1111/j.1365-294X.2008.03931.x,2008,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,,0,0,1,1,1,0,0,0,0,0,1,0,"""...were collected from British populations ... Extensive further samples of Allo. chlorotica were then taken at 24 British and five mainland European sites, representing mainly garden and field habitats"" - Field not specified as arable or grassland, so both included",Experimental,Multiple site-multiple region,England; Scotland; Wales,England; Scotland; Wales,NA,NA,NA,NA,
A83,170,"Carpenter et al., 2008, Mineralogical Magazine - The role of earthworm communities in soil mineral weathering: a field experiment",Carpenter,Mineralogical Magazine,Journal,10.1180/minmag.2008.072.1.33,2008,Yes,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Cambridgeshire,England,1,5,NA,NA,
A82,171,"Butt et al., 2008, European Journal of Soil Biology - Darwin's earthworms revisited",Butt,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2008.03.004,2008,No,Hand-sorting + Extractant; Extractant; Electrical octet; Under features,1,1,1,1,0,0,0,1,1,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Kent,England,12,17,2004,2004-2006,
A81,172,"Smith et al., 2008b, Journal of Applied Ecology - Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?",Smith,Journal of Applied Ecology,Journal,10.1111/j.1365-2664.2007.01433.x,2008,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Cambridgeshire,England,1,10,2005,2005,
A80,173,"Creamer et al., 2008, Soil Use and Management - Do elevated soil concentrations of metals affect the diversity and activity of soil invertebrates in the long-term?",Creamer,Soil Use and Management,Journal,10.1111/j.1475-2743.2007.00131.x,2008,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Nottinghamshire,England,1,9,2002,2002-2004,
A79,174,"Smith et al., 2008a, European Journal of Soil Biology - Evaluating the efficiency of sampling methods in assessing soil macrofauna communities in arable systems",Smith,European Journal of Soil Biology,Journal,10.1016/j.ejsobi.2008.02.002,2008,Yes,Hand-sorting; Berlese-Tullgren funnels; Winkler bags,1,0,0,0,1,0,0,1,1,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Cambridgeshire,England,1,4,2004,2004,
A78,175,"Curry et al., 2008, Applied Soil Ecology - Relationships between earthworm populations and management intensity in cattle-grazed pastures in Ireland",Curry,Applied Soil Ecology,Journal,10.1016/j.apsoil.2007.11.005,2008,Yes,Extractant,0,1,0,0,0,0,0,1,1,1,1,,1,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,"Co. Tipperary; Co. Meath, Co. Wexford",Republic of Ireland,3,9,2003,2003-2005,
A77,176,"Bishop et al., 2008, European Journal of Soil Science - Liming upland grassland: the effects on earthworm communities and the chemical characteristics of carbon in casts",Bishop,European Journal of Soil Science,Journal,10.1111/j.1365-2389.2007.01009.x,2008,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Scotland,Scotland,1,2,1999,1999; 2002,"Also in Bishop, 2003, PhD Thesis"
A76,177,"Bartlett et al., 2008b, Acta Horticulturae - Estimating species richness of earthworms on golf courses and implications for innovating environmentally benign control methods",Bartlett,Acta Horticulturae,Journal,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,Bedfordshire; Buckinghamshire,England,NA,NA,2004,2004-2006,"Also in Bartlett, 2006, PhD Thesis"
